lkp_seq,lov_group_id,field_name,lkp_value,return_cd,src_sys_cd,data_element_id
1856,LOV5,RGST_ADR_ST,NJ,0,IDST,117
1857,LOV5,RGST_ADR_ST,NM,0,IDST,117
1858,LOV5,RGST_ADR_ST,NV,0,IDST,117
1859,LOV5,RGST_ADR_ST,NY,0,IDST,117
1860,LOV5,RGST_ADR_ST,OH,0,IDST,117
1861,LOV5,RGST_ADR_ST,OK,0,IDST,117
1862,LOV5,RGST_ADR_ST,OR,0,IDST,117
1863,LOV5,RGST_ADR_ST,PA,0,IDST,117
1864,LOV5,RGST_ADR_ST,RI,0,IDST,117
1865,LOV5,RGST_ADR_ST,SC,0,IDST,117
1866,LOV5,RGST_ADR_ST,SD,0,IDST,117
1867,LOV5,RGST_ADR_ST,TN,0,IDST,117
1868,LOV5,RGST_ADR_ST,TX,0,IDST,117
1869,LOV5,RGST_ADR_ST,UT,0,IDST,117
1870,LOV5,RGST_ADR_ST,VA,0,IDST,117
1871,LOV5,RGST_ADR_ST,VT,0,IDST,117
1872,LOV5,RGST_ADR_ST,WA,0,IDST,117
1873,LOV5,RGST_ADR_ST,WI,0,IDST,117
1874,LOV5,RGST_ADR_ST,WV,0,IDST,117
1875,LOV5,RGST_ADR_ST,WY,0,IDST,117
1873,LOV5,RGST_ADR_ST,AS,0,IDST,117
1874,LOV5,RGST_ADR_ST,GU,0,IDST,117
1875,LOV5,RGST_ADR_ST,MP,0,IDST,117
1877,LOV5,RGST_ADR_ST,PR,0,IDST,117
1878,LOV5,RGST_ADR_ST,VI,0,IDST,117
1787,LOV5,RGST_ADR_ST,ML,0,IDST,117
1788,LOV5,RGST_ADR_ST,SF,0,IDST,117
1789,LOV5,RGST_ADR_ST,CN,0,IDST,117
1790,LOV5,RGST_ADR_ST,CU,0,IDST,117
1791,LOV5,RGST_ADR_ST,PH,0,IDST,117
1792,LOV5,RGST_ADR_ST,MX,0,IDST,117
1793,LOV5,RGST_ADR_ST,EU,0,IDST,117
1794,LOV5,RGST_ADR_ST,XX,0,IDST,117
1795,LOV5,RGST_ADR_ST,C,0,IDST,117
1796,LOV5,RGST_ADR_ST,CD,0,IDST,117
1797,LOV5,RGST_ADR_ST,EL,0,IDST,117
1798,LOV5,RGST_ADR_ST,FK,0,IDST,117
1799,LOV5,RGST_ADR_ST,NZ,0,IDST,117
1800,LOV5,RGST_ADR_ST,OT,0,IDST,117
1801,LOV5,RGST_ADR_ST,P,0,IDST,117
1802,LOV5,RGST_ADR_ST,SA,0,IDST,117
1803,LOV5,RGST_ADR_ST,SQ,0,IDST,117
1804,LOV5,RGST_ADR_ST,X,0,IDST,117
1805,LOV5,RGST_ADR_ST,ZZ,0,IDST,117
1804,LOV5,RGST_ADR_ST,UN,0,IDST,117
1805,LOV5,RGST_ADR_ST,AA,0,IDST,117
1808,LOV5,RGST_ADR_ST,AE,0,IDST,117
1809,LOV5,RGST_ADR_ST,AP,0,IDST,117
1792,LOV5,RGST_ADR_ST,BC,0,IDST,117
1793,LOV5,RGST_ADR_ST,OF,0,IDST,117
1794,LOV5,RGST_ADR_ST,AB,0,IDST,117
1795,LOV5,RGST_ADR_ST,MB,0,IDST,117
1796,LOV5,RGST_ADR_ST,NB,0,IDST,117
1797,LOV5,RGST_ADR_ST,NL,0,IDST,117
1798,LOV5,RGST_ADR_ST,NS,0,IDST,117
1799,LOV5,RGST_ADR_ST,NT,0,IDST,117
1800,LOV5,RGST_ADR_ST,NU,0,IDST,117
1801,LOV5,RGST_ADR_ST,ON,0,IDST,117
1802,LOV5,RGST_ADR_ST,PE,0,IDST,117
1803,LOV5,RGST_ADR_ST,QC,0,IDST,117
1804,LOV5,RGST_ADR_ST,SK,0,IDST,117
1805,LOV5,RGST_ADR_ST,YT,0,IDST,117
1804,LOV5,RGST_ADR_ST,CZ,0,IDST,117
1804,LOV5,RGST_ADR_ST,FM,0,IDST,117
1919,LOV38,IUND_TOBACCO_USE,N,0,PMF,189
1920,LOV38,IUND_TOBACCO_USE,S,0,PMF,189
1922,LOV39,IUND_TABLE_RATING,OTH,0,PMF,190
1922,LOV39,IUND_TABLE_RATING,OTH,0,IDST,190
1947,LOV40,IUND_UNDERWRITE_CLASS,B,0,PMF,195
1948,LOV40,IUND_UNDERWRITE_CLASS,C,0,PMF,195
1949,LOV40,IUND_UNDERWRITE_CLASS,D,0,PMF,195
1950,LOV40,IUND_UNDERWRITE_CLASS,E,0,PMF,195
1951,LOV40,IUND_UNDERWRITE_CLASS,F,0,PMF,195
1952,LOV40,IUND_UNDERWRITE_CLASS,G,0,PMF,195
1953,LOV40,IUND_UNDERWRITE_CLASS,H,0,PMF,195
1954,LOV40,IUND_UNDERWRITE_CLASS,I,0,PMF,195
1955,LOV40,IUND_UNDERWRITE_CLASS,J,0,PMF,195
1956,LOV40,IUND_UNDERWRITE_CLASS,K,0,PMF,195
1957,LOV40,IUND_UNDERWRITE_CLASS,L,0,PMF,195
1958,LOV40,IUND_UNDERWRITE_CLASS,M,0,PMF,195
1959,LOV40,IUND_UNDERWRITE_CLASS,N,0,PMF,195
1960,LOV40,IUND_UNDERWRITE_CLASS,O,0,PMF,195
1961,LOV40,IUND_UNDERWRITE_CLASS,P,0,PMF,195
1962,LOV40,IUND_UNDERWRITE_CLASS,S,0,PMF,195
1963,LOV40,IUND_UNDERWRITE_CLASS,T,0,PMF,195
1964,LOV40,IUND_UNDERWRITE_CLASS,U,0,PMF,195
1965,LOV40,IUND_UNDERWRITE_CLASS,1,0,PMF,195
1966,LOV40,IUND_UNDERWRITE_CLASS,2,0,PMF,195
1967,LOV40,IUND_UNDERWRITE_CLASS,3,0,PMF,195
1968,LOV40,IUND_UNDERWRITE_CLASS,4,0,PMF,195
1945,LOV40,IUND_UNDERWRITE_CLASS,Y,0,IDST,195
1946,LOV40,IUND_UNDERWRITE_CLASS,Z,0,IDST,195
1971,LOV41,HPROD_ROLE,S,0,CV15,196
1972,LOV41,HPROD_ROLE,W,0,CV15,196
1973,LOV41,HPROD_ROLE,S,0,PMF,196
1974,LOV41,HPROD_ROLE,W,0,PMF,196
1971,LOV41,HPROD_ROLE,S,0,IDST,196
1979,LOV44,VAL_NOTE_TYP_IND,N,0,PMF,216
1980,LOV44,VAL_NOTE_TYP_IND,P,0,PMF,216
1981,LOV44,VAL_NOTE_TYP_IND,R,0,PMF,216
1982,LOV44,VAL_NOTE_TYP_IND,W,0,PMF,216
1983,LOV6,RGST_ADR_COUNTRY,US,0,CV15,121
1984,LOV6,RGST_ADR_COUNTRY,CN,0,CV15,121
1985,LOV6,RGST_ADR_COUNTRY,SA,0,CV15,121
1986,LOV6,RGST_ADR_COUNTRY,AF,0,CV15,121
1987,LOV6,RGST_ADR_COUNTRY,AL,0,CV15,121
1988,LOV6,RGST_ADR_COUNTRY,DZ,0,CV15,121
1989,LOV6,RGST_ADR_COUNTRY,AD,0,CV15,121
1990,LOV6,RGST_ADR_COUNTRY,AO,0,CV15,121
1991,LOV6,RGST_ADR_COUNTRY,AG,0,CV15,121
1992,LOV6,RGST_ADR_COUNTRY,AR,0,CV15,121
1993,LOV6,RGST_ADR_COUNTRY,AU,0,CV15,121
1994,LOV6,RGST_ADR_COUNTRY,AT,0,CV15,121
1995,LOV6,RGST_ADR_COUNTRY,BS,0,CV15,121
1996,LOV6,RGST_ADR_COUNTRY,BH,0,CV15,121
1997,LOV6,RGST_ADR_COUNTRY,BD,0,CV15,121
1998,LOV6,RGST_ADR_COUNTRY,BB,0,CV15,121
1999,LOV6,RGST_ADR_COUNTRY,BE,0,CV15,121
2000,LOV6,RGST_ADR_COUNTRY,BJ,0,CV15,121
2001,LOV6,RGST_ADR_COUNTRY,BM,0,CV15,121
2002,LOV6,RGST_ADR_COUNTRY,BO,0,CV15,121
2003,LOV6,RGST_ADR_COUNTRY,BW,0,CV15,121
2004,LOV6,RGST_ADR_COUNTRY,BR,0,CV15,121
2005,LOV6,RGST_ADR_COUNTRY,BN,0,CV15,121
2006,LOV6,RGST_ADR_COUNTRY,BG,0,CV15,121
2007,LOV6,RGST_ADR_COUNTRY,BK,0,CV15,121
2008,LOV6,RGST_ADR_COUNTRY,BI,0,CV15,121
2009,LOV6,RGST_ADR_COUNTRY,CM,0,CV15,121
2010,LOV6,RGST_ADR_COUNTRY,KY,0,CV15,121
2011,LOV6,RGST_ADR_COUNTRY,CF,0,CV15,121
2012,LOV6,RGST_ADR_COUNTRY,TD,0,CV15,121
2013,LOV6,RGST_ADR_COUNTRY,CL,0,CV15,121
2014,LOV6,RGST_ADR_COUNTRY,CO,0,CV15,121
2015,LOV6,RGST_ADR_COUNTRY,CG,0,CV15,121
2016,LOV6,RGST_ADR_COUNTRY,CR,0,CV15,121
2017,LOV6,RGST_ADR_COUNTRY,CU,0,CV15,121
2018,LOV6,RGST_ADR_COUNTRY,CY,0,CV15,121
2019,LOV6,RGST_ADR_COUNTRY,CZ,0,CV15,121
2020,LOV6,RGST_ADR_COUNTRY,SK,0,CV15,121
2021,LOV6,RGST_ADR_COUNTRY,DK,0,CV15,121
2022,LOV6,RGST_ADR_COUNTRY,DO,0,CV15,121
2023,LOV6,RGST_ADR_COUNTRY,EC,0,CV15,121
2024,LOV6,RGST_ADR_COUNTRY,EG,0,CV15,121
2025,LOV6,RGST_ADR_COUNTRY,SV,0,CV15,121
2026,LOV6,RGST_ADR_COUNTRY,ET,0,CV15,121
2027,LOV6,RGST_ADR_COUNTRY,DE,0,CV15,121
2028,LOV6,RGST_ADR_COUNTRY,FI,0,CV15,121
2029,LOV6,RGST_ADR_COUNTRY,FR,0,CV15,121
2030,LOV6,RGST_ADR_COUNTRY,GA,0,CV15,121
2031,LOV6,RGST_ADR_COUNTRY,GM,0,CV15,121
2032,LOV6,RGST_ADR_COUNTRY,GH,0,CV15,121
2033,LOV6,RGST_ADR_COUNTRY,GR,0,CV15,121
2034,LOV6,RGST_ADR_COUNTRY,GT,0,CV15,121
2035,LOV6,RGST_ADR_COUNTRY,GE,0,CV15,121
2036,LOV6,RGST_ADR_COUNTRY,GW,0,CV15,121
2037,LOV6,RGST_ADR_COUNTRY,GY,0,CV15,121
2038,LOV6,RGST_ADR_COUNTRY,HT,0,CV15,121
2039,LOV6,RGST_ADR_COUNTRY,HN,0,CV15,121
2040,LOV6,RGST_ADR_COUNTRY,HK,0,CV15,121
2041,LOV6,RGST_ADR_COUNTRY,HU,0,CV15,121
2042,LOV6,RGST_ADR_COUNTRY,IS,0,CV15,121
2043,LOV6,RGST_ADR_COUNTRY,IN,0,CV15,121
2044,LOV6,RGST_ADR_COUNTRY,ID,0,CV15,121
2045,LOV6,RGST_ADR_COUNTRY,IR,0,CV15,121
2046,LOV6,RGST_ADR_COUNTRY,IQ,0,CV15,121
2047,LOV6,RGST_ADR_COUNTRY,IE,0,CV15,121
2048,LOV6,RGST_ADR_COUNTRY,IL,0,CV15,121
2049,LOV6,RGST_ADR_COUNTRY,IT,0,CV15,121
2050,LOV6,RGST_ADR_COUNTRY,CI,0,CV15,121
2051,LOV6,RGST_ADR_COUNTRY,JM,0,CV15,121
2052,LOV6,RGST_ADR_COUNTRY,JP,0,CV15,121
2053,LOV6,RGST_ADR_COUNTRY,JO,0,CV15,121
2054,LOV6,RGST_ADR_COUNTRY,KE,0,CV15,121
2055,LOV6,RGST_ADR_COUNTRY,KR,0,CV15,121
2056,LOV6,RGST_ADR_COUNTRY,KW,0,CV15,121
2057,LOV6,RGST_ADR_COUNTRY,LB,0,CV15,121
2058,LOV6,RGST_ADR_COUNTRY,LR,0,CV15,121
2059,LOV6,RGST_ADR_COUNTRY,LI,0,CV15,121
2060,LOV6,RGST_ADR_COUNTRY,LU,0,CV15,121
2061,LOV6,RGST_ADR_COUNTRY,MG,0,CV15,121
2062,LOV6,RGST_ADR_COUNTRY,MW,0,CV15,121
2063,LOV6,RGST_ADR_COUNTRY,MY,0,CV15,121
2064,LOV6,RGST_ADR_COUNTRY,ML,0,CV15,121
2065,LOV6,RGST_ADR_COUNTRY,MT,0,CV15,121
2066,LOV6,RGST_ADR_COUNTRY,MR,0,CV15,121
2067,LOV6,RGST_ADR_COUNTRY,MU,0,CV15,121
2068,LOV6,RGST_ADR_COUNTRY,MX,0,CV15,121
2069,LOV6,RGST_ADR_COUNTRY,MC,0,CV15,121
2070,LOV6,RGST_ADR_COUNTRY,MA,0,CV15,121
2071,LOV6,RGST_ADR_COUNTRY,MZ,0,CV15,121
2072,LOV6,RGST_ADR_COUNTRY,BU,0,CV15,121
2073,LOV6,RGST_ADR_COUNTRY,NA,0,CV15,121
2074,LOV6,RGST_ADR_COUNTRY,AN,0,CV15,121
2075,LOV6,RGST_ADR_COUNTRY,NL,0,CV15,121
2076,LOV6,RGST_ADR_COUNTRY,NC,0,CV15,121
2077,LOV6,RGST_ADR_COUNTRY,NZ,0,CV15,121
2078,LOV6,RGST_ADR_COUNTRY,NI,0,CV15,121
2079,LOV6,RGST_ADR_COUNTRY,NE,0,CV15,121
2080,LOV6,RGST_ADR_COUNTRY,NO,0,CV15,121
2081,LOV6,RGST_ADR_COUNTRY,OM,0,CV15,121
2082,LOV6,RGST_ADR_COUNTRY,PK,0,CV15,121
2083,LOV6,RGST_ADR_COUNTRY,PA,0,CV15,121
2084,LOV6,RGST_ADR_COUNTRY,PG,0,CV15,121
2085,LOV6,RGST_ADR_COUNTRY,PY,0,CV15,121
2086,LOV6,RGST_ADR_COUNTRY,CA,0,CV15,121
2087,LOV6,RGST_ADR_COUNTRY,PE,0,CV15,121
2088,LOV6,RGST_ADR_COUNTRY,PH,0,CV15,121
2089,LOV6,RGST_ADR_COUNTRY,PL,0,CV15,121
2090,LOV6,RGST_ADR_COUNTRY,PT,0,CV15,121
2091,LOV6,RGST_ADR_COUNTRY,PR,0,CV15,121
2092,LOV6,RGST_ADR_COUNTRY,QA,0,CV15,121
2093,LOV6,RGST_ADR_COUNTRY,RO,0,CV15,121
2094,LOV6,RGST_ADR_COUNTRY,LC,0,CV15,121
2095,LOV6,RGST_ADR_COUNTRY,ZA,0,CV15,121
2096,LOV6,RGST_ADR_COUNTRY,SN,0,CV15,121
2097,LOV6,RGST_ADR_COUNTRY,SC,0,CV15,121
2098,LOV6,RGST_ADR_COUNTRY,SL,0,CV15,121
2099,LOV6,RGST_ADR_COUNTRY,SG,0,CV15,121
2100,LOV6,RGST_ADR_COUNTRY,SO,0,CV15,121
2101,LOV6,RGST_ADR_COUNTRY,RU,0,CV15,121
2102,LOV6,RGST_ADR_COUNTRY,ES,0,CV15,121
2103,LOV6,RGST_ADR_COUNTRY,LK,0,CV15,121
2104,LOV6,RGST_ADR_COUNTRY,SD,0,CV15,121
2105,LOV6,RGST_ADR_COUNTRY,SR,0,CV15,121
2106,LOV6,RGST_ADR_COUNTRY,SZ,0,CV15,121
2107,LOV6,RGST_ADR_COUNTRY,SE,0,CV15,121
2108,LOV6,RGST_ADR_COUNTRY,CH,0,CV15,121
2109,LOV6,RGST_ADR_COUNTRY,SY,0,CV15,121
2110,LOV6,RGST_ADR_COUNTRY,TZ,0,CV15,121
2111,LOV6,RGST_ADR_COUNTRY,TH,0,CV15,121
2112,LOV6,RGST_ADR_COUNTRY,TG,0,CV15,121
2113,LOV6,RGST_ADR_COUNTRY,TT,0,CV15,121
2114,LOV6,RGST_ADR_COUNTRY,TN,0,CV15,121
2115,LOV6,RGST_ADR_COUNTRY,TR,0,CV15,121
2116,LOV6,RGST_ADR_COUNTRY,UG,0,CV15,121
2117,LOV6,RGST_ADR_COUNTRY,GB,0,CV15,121
2118,LOV6,RGST_ADR_COUNTRY,AE,0,CV15,121
2119,LOV6,RGST_ADR_COUNTRY,UY,0,CV15,121
2120,LOV6,RGST_ADR_COUNTRY,VU,0,CV15,121
2121,LOV6,RGST_ADR_COUNTRY,VE,0,CV15,121
2122,LOV6,RGST_ADR_COUNTRY,WS,0,CV15,121
2123,LOV6,RGST_ADR_COUNTRY,YE,0,CV15,121
2124,LOV6,RGST_ADR_COUNTRY,ZM,0,CV15,121
2125,LOV6,RGST_ADR_COUNTRY,ZW,0,CV15,121
2126,LOV6,RGST_ADR_COUNTRY,TW,0,CV15,121
2127,LOV6,RGST_ADR_COUNTRY,YU,0,CV15,121
2128,LOV6,RGST_ADR_COUNTRY,OC,0,CV15,121
2129,LOV6,RGST_ADR_COUNTRY,AI,0,CV15,121
2130,LOV6,RGST_ADR_COUNTRY,AM,0,CV15,121
2131,LOV6,RGST_ADR_COUNTRY,AQ,0,CV15,121
2132,LOV6,RGST_ADR_COUNTRY,AS,0,CV15,121
2133,LOV6,RGST_ADR_COUNTRY,AW,0,CV15,121
2134,LOV6,RGST_ADR_COUNTRY,AZ,0,CV15,121
2135,LOV6,RGST_ADR_COUNTRY,BA,0,CV15,121
2136,LOV6,RGST_ADR_COUNTRY,BT,0,CV15,121
2137,LOV6,RGST_ADR_COUNTRY,BV,0,CV15,121
2138,LOV6,RGST_ADR_COUNTRY,BY,0,CV15,121
2139,LOV6,RGST_ADR_COUNTRY,BZ,0,CV15,121
2140,LOV6,RGST_ADR_COUNTRY,CC,0,CV15,121
2141,LOV6,RGST_ADR_COUNTRY,CD,0,CV15,121
2142,LOV6,RGST_ADR_COUNTRY,CK,0,CV15,121
2143,LOV6,RGST_ADR_COUNTRY,CV,0,CV15,121
2144,LOV6,RGST_ADR_COUNTRY,CW,0,CV15,121
2145,LOV6,RGST_ADR_COUNTRY,CX,0,CV15,121
2146,LOV6,RGST_ADR_COUNTRY,DJ,0,CV15,121
2147,LOV6,RGST_ADR_COUNTRY,DM,0,CV15,121
2148,LOV6,RGST_ADR_COUNTRY,EE,0,CV15,121
2149,LOV6,RGST_ADR_COUNTRY,EH,0,CV15,121
2150,LOV6,RGST_ADR_COUNTRY,ER,0,CV15,121
2151,LOV6,RGST_ADR_COUNTRY,FJ,0,CV15,121
2152,LOV6,RGST_ADR_COUNTRY,FK,0,CV15,121
2153,LOV6,RGST_ADR_COUNTRY,FM,0,CV15,121
2154,LOV6,RGST_ADR_COUNTRY,FO,0,CV15,121
2155,LOV6,RGST_ADR_COUNTRY,GD,0,CV15,121
2156,LOV6,RGST_ADR_COUNTRY,GN,0,CV15,121
2157,LOV6,RGST_ADR_COUNTRY,GP,0,CV15,121
2158,LOV6,RGST_ADR_COUNTRY,GQ,0,CV15,121
2159,LOV6,RGST_ADR_COUNTRY,GS,0,CV15,121
2160,LOV6,RGST_ADR_COUNTRY,GU,0,CV15,121
2161,LOV6,RGST_ADR_COUNTRY,HM,0,CV15,121
2162,LOV6,RGST_ADR_COUNTRY,HR,0,CV15,121
2163,LOV6,RGST_ADR_COUNTRY,IM,0,CV15,121
2164,LOV6,RGST_ADR_COUNTRY,IO,0,CV15,121
2165,LOV6,RGST_ADR_COUNTRY,JE,0,CV15,121
2166,LOV6,RGST_ADR_COUNTRY,KG,0,CV15,121
2167,LOV6,RGST_ADR_COUNTRY,KH,0,CV15,121
2168,LOV6,RGST_ADR_COUNTRY,KI,0,CV15,121
2169,LOV6,RGST_ADR_COUNTRY,KM,0,CV15,121
2170,LOV6,RGST_ADR_COUNTRY,KN,0,CV15,121
2171,LOV6,RGST_ADR_COUNTRY,KP,0,CV15,121
2172,LOV6,RGST_ADR_COUNTRY,KZ,0,CV15,121
2173,LOV6,RGST_ADR_COUNTRY,LA,0,CV15,121
2174,LOV6,RGST_ADR_COUNTRY,LS,0,CV15,121
2175,LOV6,RGST_ADR_COUNTRY,LT,0,CV15,121
2176,LOV6,RGST_ADR_COUNTRY,LV,0,CV15,121
2177,LOV6,RGST_ADR_COUNTRY,LY,0,CV15,121
2178,LOV6,RGST_ADR_COUNTRY,MD,0,CV15,121
2179,LOV6,RGST_ADR_COUNTRY,ME,0,CV15,121
2180,LOV6,RGST_ADR_COUNTRY,MH,0,CV15,121
2181,LOV6,RGST_ADR_COUNTRY,MK,0,CV15,121
2182,LOV6,RGST_ADR_COUNTRY,MN,0,CV15,121
2183,LOV6,RGST_ADR_COUNTRY,MO,0,CV15,121
2184,LOV6,RGST_ADR_COUNTRY,MP,0,CV15,121
2185,LOV6,RGST_ADR_COUNTRY,MQ,0,CV15,121
2186,LOV6,RGST_ADR_COUNTRY,MS,0,CV15,121
2187,LOV6,RGST_ADR_COUNTRY,MV,0,CV15,121
2188,LOV6,RGST_ADR_COUNTRY,NG,0,CV15,121
2189,LOV6,RGST_ADR_COUNTRY,NF,0,CV15,121
2190,LOV6,RGST_ADR_COUNTRY,NP,0,CV15,121
2191,LOV6,RGST_ADR_COUNTRY,NR,0,CV15,121
2192,LOV6,RGST_ADR_COUNTRY,NU,0,CV15,121
2193,LOV6,RGST_ADR_COUNTRY,PF,0,CV15,121
2194,LOV6,RGST_ADR_COUNTRY,PM,0,CV15,121
2195,LOV6,RGST_ADR_COUNTRY,PN,0,CV15,121
2196,LOV6,RGST_ADR_COUNTRY,PS,0,CV15,121
2197,LOV6,RGST_ADR_COUNTRY,PW,0,CV15,121
2198,LOV6,RGST_ADR_COUNTRY,RE,0,CV15,121
2199,LOV6,RGST_ADR_COUNTRY,RS,0,CV15,121
2200,LOV6,RGST_ADR_COUNTRY,RW,0,CV15,121
2201,LOV6,RGST_ADR_COUNTRY,SB,0,CV15,121
2202,LOV6,RGST_ADR_COUNTRY,SH,0,CV15,121
2203,LOV6,RGST_ADR_COUNTRY,SI,0,CV15,121
2204,LOV6,RGST_ADR_COUNTRY,SJ,0,CV15,121
2205,LOV6,RGST_ADR_COUNTRY,SM,0,CV15,121
2206,LOV6,RGST_ADR_COUNTRY,ST,0,CV15,121
2207,LOV6,RGST_ADR_COUNTRY,TC,0,CV15,121
2208,LOV6,RGST_ADR_COUNTRY,TF,0,CV15,121
2209,LOV6,RGST_ADR_COUNTRY,TJ,0,CV15,121
2210,LOV6,RGST_ADR_COUNTRY,TK,0,CV15,121
2211,LOV6,RGST_ADR_COUNTRY,TL,0,CV15,121
2212,LOV6,RGST_ADR_COUNTRY,TM,0,CV15,121
2213,LOV6,RGST_ADR_COUNTRY,TO,0,CV15,121
2214,LOV6,RGST_ADR_COUNTRY,TV,0,CV15,121
2215,LOV6,RGST_ADR_COUNTRY,UA,0,CV15,121
2216,LOV6,RGST_ADR_COUNTRY,UM,0,CV15,121
2217,LOV6,RGST_ADR_COUNTRY,UZ,0,CV15,121
2218,LOV6,RGST_ADR_COUNTRY,VA,0,CV15,121
2219,LOV6,RGST_ADR_COUNTRY,VC,0,CV15,121
2220,LOV6,RGST_ADR_COUNTRY,VG,0,CV15,121
2221,LOV6,RGST_ADR_COUNTRY,VI,0,CV15,121
2222,LOV6,RGST_ADR_COUNTRY,VN,0,CV15,121
2223,LOV6,RGST_ADR_COUNTRY,WF,0,CV15,121
2224,LOV6,RGST_ADR_COUNTRY,YT,0,CV15,121
2225,LOV6,RGST_ADR_COUNTRY,GF,0,CV15,121
2226,LOV6,RGST_ADR_COUNTRY,GG,0,CV15,121
2227,LOV6,RGST_ADR_COUNTRY,GI,0,CV15,121
2228,LOV6,RGST_ADR_COUNTRY,GL,0,CV15,121
2229,LOV6,RGST_ADR_COUNTRY,US,0,PMF,121
2230,LOV6,RGST_ADR_COUNTRY,CN,0,PMF,121
2231,LOV6,RGST_ADR_COUNTRY,SA,0,PMF,121
2232,LOV6,RGST_ADR_COUNTRY,AF,0,PMF,121
2233,LOV6,RGST_ADR_COUNTRY,AL,0,PMF,121
2234,LOV6,RGST_ADR_COUNTRY,DZ,0,PMF,121
2235,LOV6,RGST_ADR_COUNTRY,AD,0,PMF,121
2236,LOV6,RGST_ADR_COUNTRY,AO,0,PMF,121
2237,LOV6,RGST_ADR_COUNTRY,AG,0,PMF,121
2238,LOV6,RGST_ADR_COUNTRY,AR,0,PMF,121
2239,LOV6,RGST_ADR_COUNTRY,AU,0,PMF,121
2240,LOV6,RGST_ADR_COUNTRY,AT,0,PMF,121
2241,LOV6,RGST_ADR_COUNTRY,BS,0,PMF,121
2242,LOV6,RGST_ADR_COUNTRY,BH,0,PMF,121
2243,LOV6,RGST_ADR_COUNTRY,BD,0,PMF,121
2244,LOV6,RGST_ADR_COUNTRY,BB,0,PMF,121
2245,LOV6,RGST_ADR_COUNTRY,BE,0,PMF,121
2246,LOV6,RGST_ADR_COUNTRY,BJ,0,PMF,121
2247,LOV6,RGST_ADR_COUNTRY,BM,0,PMF,121
2248,LOV6,RGST_ADR_COUNTRY,BO,0,PMF,121
2249,LOV6,RGST_ADR_COUNTRY,BW,0,PMF,121
2250,LOV6,RGST_ADR_COUNTRY,BR,0,PMF,121
2251,LOV6,RGST_ADR_COUNTRY,BN,0,PMF,121
2252,LOV6,RGST_ADR_COUNTRY,BG,0,PMF,121
2253,LOV6,RGST_ADR_COUNTRY,BK,0,PMF,121
2254,LOV6,RGST_ADR_COUNTRY,BI,0,PMF,121
2255,LOV6,RGST_ADR_COUNTRY,CM,0,PMF,121
2256,LOV6,RGST_ADR_COUNTRY,KY,0,PMF,121
2257,LOV6,RGST_ADR_COUNTRY,CF,0,PMF,121
2258,LOV6,RGST_ADR_COUNTRY,TD,0,PMF,121
2259,LOV6,RGST_ADR_COUNTRY,CL,0,PMF,121
2260,LOV6,RGST_ADR_COUNTRY,CO,0,PMF,121
2261,LOV6,RGST_ADR_COUNTRY,CG,0,PMF,121
2262,LOV6,RGST_ADR_COUNTRY,CR,0,PMF,121
2263,LOV6,RGST_ADR_COUNTRY,CU,0,PMF,121
2264,LOV6,RGST_ADR_COUNTRY,CY,0,PMF,121
2265,LOV6,RGST_ADR_COUNTRY,CZ,0,PMF,121
2266,LOV6,RGST_ADR_COUNTRY,SK,0,PMF,121
2267,LOV6,RGST_ADR_COUNTRY,DK,0,PMF,121
2268,LOV6,RGST_ADR_COUNTRY,DO,0,PMF,121
2269,LOV6,RGST_ADR_COUNTRY,EC,0,PMF,121
2270,LOV6,RGST_ADR_COUNTRY,EG,0,PMF,121
2271,LOV6,RGST_ADR_COUNTRY,SV,0,PMF,121
2272,LOV6,RGST_ADR_COUNTRY,ET,0,PMF,121
2273,LOV6,RGST_ADR_COUNTRY,DE,0,PMF,121
2274,LOV6,RGST_ADR_COUNTRY,FI,0,PMF,121
2275,LOV6,RGST_ADR_COUNTRY,FR,0,PMF,121
2276,LOV6,RGST_ADR_COUNTRY,GA,0,PMF,121
2277,LOV6,RGST_ADR_COUNTRY,GM,0,PMF,121
2278,LOV6,RGST_ADR_COUNTRY,GH,0,PMF,121
2279,LOV6,RGST_ADR_COUNTRY,GR,0,PMF,121
2280,LOV6,RGST_ADR_COUNTRY,GT,0,PMF,121
2281,LOV6,RGST_ADR_COUNTRY,GE,0,PMF,121
2282,LOV6,RGST_ADR_COUNTRY,GW,0,PMF,121
2283,LOV6,RGST_ADR_COUNTRY,GY,0,PMF,121
2284,LOV6,RGST_ADR_COUNTRY,HT,0,PMF,121
2285,LOV6,RGST_ADR_COUNTRY,HN,0,PMF,121
2286,LOV6,RGST_ADR_COUNTRY,HK,0,PMF,121
2287,LOV6,RGST_ADR_COUNTRY,HU,0,PMF,121
2288,LOV6,RGST_ADR_COUNTRY,IS,0,PMF,121
2289,LOV6,RGST_ADR_COUNTRY,IN,0,PMF,121
2290,LOV6,RGST_ADR_COUNTRY,ID,0,PMF,121
2291,LOV6,RGST_ADR_COUNTRY,IR,0,PMF,121
2292,LOV6,RGST_ADR_COUNTRY,IQ,0,PMF,121
2293,LOV6,RGST_ADR_COUNTRY,IE,0,PMF,121
2294,LOV6,RGST_ADR_COUNTRY,IL,0,PMF,121
2295,LOV6,RGST_ADR_COUNTRY,IT,0,PMF,121
2296,LOV6,RGST_ADR_COUNTRY,CI,0,PMF,121
2297,LOV6,RGST_ADR_COUNTRY,JM,0,PMF,121
