lkp_seq,lov_group_id,field_name,lkp_value,return_cd,src_sys_cd,data_element_id
1555,LOV28,CMPNT_PLAN_CD,AD6210,0,PMF,57
1556,LOV28,CMPNT_PLAN_CD,AD6230,0,PMF,57
1557,LOV28,CMPNT_PLAN_CD,AD6240,0,PMF,57
1558,LOV28,CMPNT_PLAN_CD,AD6250,0,PMF,57
1559,LOV28,CMPNT_PLAN_CD,AD1408,0,PMF,57
1560,LOV28,CMPNT_PLAN_CD,AD1409,0,PMF,57
1561,LOV28,CMPNT_PLAN_CD,AD1721,0,PMF,57
1562,LOV28,CMPNT_PLAN_CD,AD1862,0,PMF,57
1563,LOV28,CMPNT_PLAN_CD,AD4298,0,PMF,57
1564,LOV28,CMPNT_PLAN_CD,AD4600,0,PMF,57
1565,LOV28,CMPNT_PLAN_CD,AD4605,0,PMF,57
1566,LOV28,CMPNT_PLAN_CD,AD6220,0,PMF,57
1567,LOV28,CMPNT_PLAN_CD,AD0200,0,PMF,57
1568,LOV28,CMPNT_PLAN_CD,AD0209,0,PMF,57
1569,LOV28,CMPNT_PLAN_CD,AD0937,0,PMF,57
1570,LOV28,CMPNT_PLAN_CD,AD1100,0,PMF,57
1571,LOV28,CMPNT_PLAN_CD,AD1103,0,PMF,57
1572,LOV28,CMPNT_PLAN_CD,AD1105,0,PMF,57
1573,LOV28,CMPNT_PLAN_CD,AD1150,0,PMF,57
1574,LOV28,CMPNT_PLAN_CD,AD1155,0,PMF,57
1575,LOV28,CMPNT_PLAN_CD,AD1202,0,PMF,57
1576,LOV28,CMPNT_PLAN_CD,AD1204,0,PMF,57
1577,LOV28,CMPNT_PLAN_CD,AD1208,0,PMF,57
1578,LOV28,CMPNT_PLAN_CD,AD1209,0,PMF,57
1579,LOV28,CMPNT_PLAN_CD,AD1300,0,PMF,57
1580,LOV28,CMPNT_PLAN_CD,AD1305,0,PMF,57
1581,LOV28,CMPNT_PLAN_CD,AD1605,0,PMF,57
1582,LOV28,CMPNT_PLAN_CD,AD1625,0,PMF,57
1583,LOV28,CMPNT_PLAN_CD,AD4205,0,PMF,57
1584,LOV28,CMPNT_PLAN_CD,AD4300,0,PMF,57
1585,LOV28,CMPNT_PLAN_CD,AD4602,0,PMF,57
1586,LOV28,CMPNT_PLAN_CD,AD4607,0,PMF,57
1587,LOV28,CMPNT_PLAN_CD,AD4627,0,PMF,57
1588,LOV28,CMPNT_PLAN_CD,AD4652,0,PMF,57
1589,LOV28,CMPNT_PLAN_CD,AD6190,0,PMF,57
1415,LOV29,CMPNT_STAT_CD,A,0,CV15,58
1429,LOV29,CMPNT_STAT_CD,A,0,PMF,58
1442,LOV29,CMPNT_STAT_CD,T,0,PMF,58
1443,LOV30,TXN_CD,NA,0,CV15,66
1444,LOV30,TXN_CD,NP,0,CV15,66
1445,LOV30,TXN_CD,NAI,0,CV15,66
1446,LOV30,TXN_CD,RA1,0,CV15,66
1447,LOV30,TXN_CD,ND,0,CV15,66
1444,LOV30,TXN_CD,TA,0,CV15,66
1445,LOV30,TXN_CD,TC,0,CV15,66
1447,LOV30,TXN_CD,TCI,0,CV15,66
1444,LOV30,TXN_CD,KP,0,CV15,66
1445,LOV30,TXN_CD,TD,0,CV15,66
1446,LOV30,TXN_CD,NE,0,CV15,66
1447,LOV30,TXN_CD,TW,0,CV15,66
1448,LOV30,TXN_CD,TWI,0,CV15,66
1449,LOV30,TXN_CD,FNE,0,CV15,66
1450,LOV30,TXN_CD,FNM,0,CV15,66
1447,LOV30,TXN_CD,PA,0,CV15,66
1449,LOV30,TXN_CD,PB,0,CV15,66
1450,LOV30,TXN_CD,NF,0,CV15,66
1447,LOV30,TXN_CD,NV,0,CV15,66
1448,LOV30,TXN_CD,MA,0,CV15,66
1450,LOV30,TXN_CD,NB,0,CV15,66
1447,LOV30,TXN_CD,PHF,0,CV15,66
1449,LOV30,TXN_CD,PHP,0,CV15,66
1450,LOV30,TXN_CD,NEL,0,CV15,66
1447,LOV30,TXN_CD,ME,0,CV15,66
1448,LOV30,TXN_CD,FD,0,CV15,66
1449,LOV30,TXN_CD,TB,0,CV15,66
1450,LOV30,TXN_CD,TE,0,CV15,66
1451,LOV30,TXN_CD,WB,0,CV15,66
1452,LOV30,TXN_CD,NT,0,CV15,66
1453,LOV30,TXN_CD,TQ,0,CV15,66
1454,LOV30,TXN_CD,TK,0,CV15,66
1455,LOV30,TXN_CD,VA,0,CV15,66
1451,LOV30,TXN_CD,CD,0,CV15,66
1452,LOV30,TXN_CD,TKC,0,CV15,66
1453,LOV30,TXN_CD,FVF,0,CV15,66
1454,LOV30,TXN_CD,FVL,0,CV15,66
1455,LOV30,TXN_CD,FAV,0,CV15,66
1456,LOV30,TXN_CD,OEI,0,CV15,66
1457,LOV30,TXN_CD,OES,0,CV15,66
1457,LOV30,TXN_CD,XIC,0,CV15,66
1458,LOV30,TXN_CD,TY,0,CV15,66
1459,LOV30,TXN_CD,TZ,0,CV15,66
1460,LOV30,TXN_CD,OE,0,CV15,66
1461,LOV30,TXN_CD,TKM,0,CV15,66
1461,LOV30,TXN_CD,GC,0,CV15,66
1462,LOV30,TXN_CD,TKS,0,CV15,66
1453,LOV30,TXN_CD,RA,0,CV15,66
1454,LOV30,TXN_CD,KE,0,CV15,66
1455,LOV30,TXN_CD,NFX,0,CV15,66
1451,LOV30,TXN_CD,KF,0,CV15,66
1452,LOV30,TXN_CD,NAD,0,CV15,66
1453,LOV30,TXN_CD,QAC,0,CV15,66
1454,LOV30,TXN_CD,QAD,0,CV15,66
1455,LOV30,TXN_CD,QAG,0,CV15,66
1456,LOV30,TXN_CD,QAS,0,CV15,66
1457,LOV30,TXN_CD,QAV,0,CV15,66
1457,LOV30,TXN_CD,QAT,0,CV15,66
1458,LOV30,TXN_CD,QAZ,0,CV15,66
1459,LOV30,TXN_CD,QAN,0,CV15,66
1443,LOV30,TXN_CD,NA,0,PMF,66
1444,LOV30,TXN_CD,NP,0,PMF,66
1445,LOV30,TXN_CD,NAI,0,PMF,66
1446,LOV30,TXN_CD,RA1,0,PMF,66
1447,LOV30,TXN_CD,ND,0,PMF,66
1444,LOV30,TXN_CD,TA,0,PMF,66
1445,LOV30,TXN_CD,TC,0,PMF,66
1447,LOV30,TXN_CD,TCI,0,PMF,66
1444,LOV30,TXN_CD,KP,0,PMF,66
1445,LOV30,TXN_CD,TD,0,PMF,66
1446,LOV30,TXN_CD,NE,0,PMF,66
1447,LOV30,TXN_CD,TW,0,PMF,66
1448,LOV30,TXN_CD,TWI,0,PMF,66
1449,LOV30,TXN_CD,FNE,0,PMF,66
1450,LOV30,TXN_CD,FNM,0,PMF,66
1447,LOV30,TXN_CD,PA,0,PMF,66
1449,LOV30,TXN_CD,PB,0,PMF,66
1450,LOV30,TXN_CD,NF,0,PMF,66
1447,LOV30,TXN_CD,NV,0,PMF,66
1448,LOV30,TXN_CD,MA,0,PMF,66
1450,LOV30,TXN_CD,NB,0,PMF,66
1447,LOV30,TXN_CD,PHF,0,PMF,66
1449,LOV30,TXN_CD,PHP,0,PMF,66
1450,LOV30,TXN_CD,NEL,0,PMF,66
1447,LOV30,TXN_CD,ME,0,PMF,66
1448,LOV30,TXN_CD,FD,0,PMF,66
1449,LOV30,TXN_CD,TB,0,PMF,66
1450,LOV30,TXN_CD,TE,0,PMF,66
1451,LOV30,TXN_CD,WB,0,PMF,66
1452,LOV30,TXN_CD,NT,0,PMF,66
1453,LOV30,TXN_CD,TQ,0,PMF,66
1454,LOV30,TXN_CD,TK,0,PMF,66
1455,LOV30,TXN_CD,VA,0,PMF,66
1451,LOV30,TXN_CD,CD,0,PMF,66
1452,LOV30,TXN_CD,TKC,0,PMF,66
1453,LOV30,TXN_CD,FVF,0,PMF,66
1454,LOV30,TXN_CD,FVL,0,PMF,66
1455,LOV30,TXN_CD,FAV,0,PMF,66
1456,LOV30,TXN_CD,OEI,0,PMF,66
1457,LOV30,TXN_CD,OES,0,PMF,66
1457,LOV30,TXN_CD,XIC,0,PMF,66
1458,LOV30,TXN_CD,TY,0,PMF,66
1459,LOV30,TXN_CD,TZ,0,PMF,66
1460,LOV30,TXN_CD,OE,0,PMF,66
1461,LOV30,TXN_CD,TKM,0,PMF,66
1461,LOV30,TXN_CD,GC,0,PMF,66
1462,LOV30,TXN_CD,TKS,0,PMF,66
1453,LOV30,TXN_CD,RA,0,PMF,66
1454,LOV30,TXN_CD,KE,0,PMF,66
1455,LOV30,TXN_CD,NFX,0,PMF,66
1451,LOV30,TXN_CD,KF,0,PMF,66
1452,LOV30,TXN_CD,NAD,0,PMF,66
1453,LOV30,TXN_CD,QAC,0,PMF,66
1454,LOV30,TXN_CD,QAD,0,PMF,66
1455,LOV30,TXN_CD,QAG,0,PMF,66
1456,LOV30,TXN_CD,QAS,0,PMF,66
1457,LOV30,TXN_CD,QAV,0,PMF,66
1457,LOV30,TXN_CD,QAT,0,PMF,66
1458,LOV30,TXN_CD,QAZ,0,PMF,66
1459,LOV30,TXN_CD,QAN,0,PMF,66
1563,LOV31,TXN_RVRS_CD,R,0,CV15,68
1564,LOV31,TXN_RVRS_CD,R,0,PMF,68
1565,LOV32,CONTRIB_SRC,CNTRB,0,CV15,72
1567,LOV33,FUND_TYP,F,0,CV15,78
1568,LOV33,FUND_TYP,V,0,CV15,78
1569,LOV33,FUND_TYP,C,0,CV15,78
1570,LOV33,FUND_TYP,L,0,CV15,78
1571,LOV33,FUND_TYP,M,0,CV15,78
1580,LOV34,TYPE_CD,R,0,PMF,91
1586,LOV35,STAT_CD,A,0,PMF,92
1588,LOV35,STAT_CD,C,0,PMF,92
1592,LOV36,INIT_RT_TYP,F,0,PMF,93
1593,LOV36,INIT_RT_TYP,V,0,PMF,93
1594,LOV36,INIT_RT_TYP,A,0,PMF,93
1601,LOV37,LOAN_MEASURE_TYPE,LIRP,0,PMF,95
1602,LOV37,LOAN_MEASURE_TYPE,LIDY,0,PMF,95
1603,LOV37,LOAN_MEASURE_TYPE,LNMA,0,PMF,95
1604,LOV37,LOAN_MEASURE_TYPE,LNPA,0,PMF,95
1605,LOV37,LOAN_MEASURE_TYPE,TLNB,0,PMF,95
1606,LOV37,LOAN_MEASURE_TYPE,OLNA,0,PMF,95
1609,LOV3,RGST_ROLE,OWN,0,CV15,97
1610,LOV3,RGST_ROLE,PAY,0,CV15,97
1615,LOV3,RGST_ROLE,ASG,0,CV15,97
1616,LOV3,RGST_ROLE,CON,0,CV15,97
1617,LOV3,RGST_ROLE,PA1,0,CV15,97
1618,LOV3,RGST_ROLE,PA2,0,CV15,97
1630,LOV3,RGST_ROLE,POB,0,CV15,97
1632,LOV3,RGST_ROLE,PAR,0,CV15,97
1633,LOV3,RGST_ROLE,COA,0,CV15,97
1643,LOV3,RGST_ROLE,CBN,0,CV15,97
1642,LOV3,RGST_ROLE,TBN,0,CV15,97
1644,LOV3,RGST_ROLE,CNT,0,CV15,97
1607,LOV3,RGST_ROLE,TPA,0,CV15,97
1663,LOV3,RGST_ROLE,INS,0,PMF,97
1664,LOV3,RGST_ROLE,OWN,0,PMF,97
1665,LOV3,RGST_ROLE,PAY,0,PMF,97
1666,LOV3,RGST_ROLE,CHD,0,PMF,97
1668,LOV3,RGST_ROLE,ADI,0,PMF,97
1669,LOV3,RGST_ROLE,AIS,0,PMF,97
1670,LOV3,RGST_ROLE,ASG,0,PMF,97
1671,LOV3,RGST_ROLE,CON,0,PMF,97
1672,LOV3,RGST_ROLE,PA1,0,PMF,97
1673,LOV3,RGST_ROLE,PA2,0,PMF,97
1674,LOV3,RGST_ROLE,IBN,0,PMF,97
1696,LOV3,RGST_ROLE,CBN,0,PMF,97
1697,LOV3,RGST_ROLE,TBN,0,PMF,97
1709,LOV3,RGST_ROLE,PBN,0,PMF,97
1710,LOV3,RGST_ROLE,CUS,0,PMF,97
1711,LOV3,RGST_ROLE,GUR,0,PMF,97
1712,LOV3,RGST_ROLE,MIS,0,PMF,97
1713,LOV3,RGST_ROLE,CNT,0,PMF,97
1714,LOV3,RGST_ROLE,ICB,0,PMF,97
1715,LOV3,RGST_ROLE,ITB,0,PMF,97
1716,LOV3,RGST_ROLE,PAT,0,PMF,97
1662,LOV3,RGST_ROLE,TPA,0,PMF,97
1608,LOV3,RGST_ROLE,INS,0,IDST,97
1609,LOV3,RGST_ROLE,OWN,0,IDST,97
1610,LOV3,RGST_ROLE,PAY,0,IDST,97
1611,LOV3,RGST_ROLE,CHD,0,IDST,97
1613,LOV3,RGST_ROLE,ADI,0,IDST,97
1614,LOV3,RGST_ROLE,AIS,0,IDST,97
1615,LOV3,RGST_ROLE,ASG,0,IDST,97
1616,LOV3,RGST_ROLE,CON,0,IDST,97
1617,LOV3,RGST_ROLE,PA1,0,IDST,97
1618,LOV3,RGST_ROLE,PA2,0,IDST,97
1619,LOV3,RGST_ROLE,IBN,0,IDST,97
1641,LOV3,RGST_ROLE,CBN,0,IDST,97
1642,LOV3,RGST_ROLE,TBN,0,IDST,97
1654,LOV3,RGST_ROLE,PBN,0,IDST,97
1655,LOV3,RGST_ROLE,CUS,0,IDST,97
1656,LOV3,RGST_ROLE,GUR,0,IDST,97
1657,LOV3,RGST_ROLE,MIS,0,IDST,97
1658,LOV3,RGST_ROLE,CNT,0,IDST,97
1659,LOV3,RGST_ROLE,ICB,0,IDST,97
1660,LOV3,RGST_ROLE,ITB,0,IDST,97
1661,LOV3,RGST_ROLE,PAT,0,IDST,97
1661,LOV3,RGST_ROLE,TPA,0,IDST,97
1717,LOV4,RGST_ROLE_TYPE,PRIM,0,CV15,98
1718,LOV4,RGST_ROLE_TYPE,SEC,0,CV15,98
1719,LOV4,RGST_ROLE_TYPE,NOTSPEC,0,CV15,98
1720,LOV4,RGST_ROLE_TYPE,PRIM,0,PMF,98
1721,LOV4,RGST_ROLE_TYPE,SEC,0,PMF,98
1722,LOV4,RGST_ROLE_TYPE,NOTSPEC,0,PMF,98
1720,LOV4,RGST_ROLE_TYPE,PRIM,0,IDST,98
1723,LOV1,RGST_GENDER_CD,M,0,CV15,100
1724,LOV1,RGST_GENDER_CD,F,0,CV15,100
1725,LOV1,RGST_GENDER_CD,E,0,CV15,100
1726,LOV1,RGST_GENDER_CD,M,0,PMF,100
1727,LOV1,RGST_GENDER_CD,F,0,PMF,100
1728,LOV1,RGST_GENDER_CD,E,0,PMF,100
1723,LOV1,RGST_GENDER_CD,M,0,IDST,100
1724,LOV1,RGST_GENDER_CD,F,0,IDST,100
1725,LOV1,RGST_GENDER_CD,E,0,IDST,100
1729,LOV4,RGST_ADR_TYPE,M,0,CV15,111
1731,LOV4,RGST_ADR_TYPE,M,0,PMF,111
1729,LOV4,RGST_ADR_TYPE,M,0,IDST,111
1825,LOV5,RGST_ADR_ST,AK,0,CV15,117
1826,LOV5,RGST_ADR_ST,AL,0,CV15,117
1827,LOV5,RGST_ADR_ST,AR,0,CV15,117
1828,LOV5,RGST_ADR_ST,AZ,0,CV15,117
1829,LOV5,RGST_ADR_ST,CA,0,CV15,117
1830,LOV5,RGST_ADR_ST,CO,0,CV15,117
1831,LOV5,RGST_ADR_ST,CT,0,CV15,117
1832,LOV5,RGST_ADR_ST,DC,0,CV15,117
1833,LOV5,RGST_ADR_ST,DE,0,CV15,117
1834,LOV5,RGST_ADR_ST,FL,0,CV15,117
1835,LOV5,RGST_ADR_ST,GA,0,CV15,117
1836,LOV5,RGST_ADR_ST,HI,0,CV15,117
1837,LOV5,RGST_ADR_ST,IA,0,CV15,117
1838,LOV5,RGST_ADR_ST,ID,0,CV15,117
1839,LOV5,RGST_ADR_ST,IL,0,CV15,117
1840,LOV5,RGST_ADR_ST,IN,0,CV15,117
1841,LOV5,RGST_ADR_ST,KS,0,CV15,117
1842,LOV5,RGST_ADR_ST,KY,0,CV15,117
1843,LOV5,RGST_ADR_ST,LA,0,CV15,117
1844,LOV5,RGST_ADR_ST,MA,0,CV15,117
1845,LOV5,RGST_ADR_ST,MD,0,CV15,117
1846,LOV5,RGST_ADR_ST,ME,0,CV15,117
1847,LOV5,RGST_ADR_ST,MI,0,CV15,117
1848,LOV5,RGST_ADR_ST,MN,0,CV15,117
1849,LOV5,RGST_ADR_ST,MO,0,CV15,117
1850,LOV5,RGST_ADR_ST,MS,0,CV15,117
1851,LOV5,RGST_ADR_ST,MT,0,CV15,117
1852,LOV5,RGST_ADR_ST,NC,0,CV15,117
1853,LOV5,RGST_ADR_ST,ND,0,CV15,117
1854,LOV5,RGST_ADR_ST,NE,0,CV15,117
1855,LOV5,RGST_ADR_ST,NH,0,CV15,117
1856,LOV5,RGST_ADR_ST,NJ,0,CV15,117
1857,LOV5,RGST_ADR_ST,NM,0,CV15,117
1858,LOV5,RGST_ADR_ST,NV,0,CV15,117
1859,LOV5,RGST_ADR_ST,NY,0,CV15,117
1860,LOV5,RGST_ADR_ST,OH,0,CV15,117
1861,LOV5,RGST_ADR_ST,OK,0,CV15,117
1862,LOV5,RGST_ADR_ST,OR,0,CV15,117
1863,LOV5,RGST_ADR_ST,PA,0,CV15,117
1864,LOV5,RGST_ADR_ST,RI,0,CV15,117
1865,LOV5,RGST_ADR_ST,SC,0,CV15,117
1866,LOV5,RGST_ADR_ST,SD,0,CV15,117
1867,LOV5,RGST_ADR_ST,TN,0,CV15,117
1868,LOV5,RGST_ADR_ST,TX,0,CV15,117
1869,LOV5,RGST_ADR_ST,UT,0,CV15,117
1870,LOV5,RGST_ADR_ST,VA,0,CV15,117
1871,LOV5,RGST_ADR_ST,VT,0,CV15,117
1872,LOV5,RGST_ADR_ST,WA,0,CV15,117
1873,LOV5,RGST_ADR_ST,WI,0,CV15,117
1874,LOV5,RGST_ADR_ST,WV,0,CV15,117
1875,LOV5,RGST_ADR_ST,WY,0,CV15,117
1873,LOV5,RGST_ADR_ST,AS,0,CV15,117
1874,LOV5,RGST_ADR_ST,GU,0,CV15,117
1875,LOV5,RGST_ADR_ST,MP,0,CV15,117
1877,LOV5,RGST_ADR_ST,PR,0,CV15,117
1878,LOV5,RGST_ADR_ST,VI,0,CV15,117
1787,LOV5,RGST_ADR_ST,ML,0,CV15,117
1788,LOV5,RGST_ADR_ST,SF,0,CV15,117
1789,LOV5,RGST_ADR_ST,CN,0,CV15,117
1790,LOV5,RGST_ADR_ST,CU,0,CV15,117
1791,LOV5,RGST_ADR_ST,PH,0,CV15,117
1792,LOV5,RGST_ADR_ST,MX,0,CV15,117
1793,LOV5,RGST_ADR_ST,EU,0,CV15,117
1794,LOV5,RGST_ADR_ST,XX,0,CV15,117
1795,LOV5,RGST_ADR_ST,C,0,CV15,117
1796,LOV5,RGST_ADR_ST,CD,0,CV15,117
1797,LOV5,RGST_ADR_ST,EL,0,CV15,117
1798,LOV5,RGST_ADR_ST,FK,0,CV15,117
1799,LOV5,RGST_ADR_ST,NZ,0,CV15,117
1800,LOV5,RGST_ADR_ST,OT,0,CV15,117
1801,LOV5,RGST_ADR_ST,P,0,CV15,117
1802,LOV5,RGST_ADR_ST,SA,0,CV15,117
1803,LOV5,RGST_ADR_ST,SQ,0,CV15,117
1804,LOV5,RGST_ADR_ST,X,0,CV15,117
1805,LOV5,RGST_ADR_ST,ZZ,0,CV15,117
1804,LOV5,RGST_ADR_ST,UN,0,CV15,117
1805,LOV5,RGST_ADR_ST,AA,0,CV15,117
1808,LOV5,RGST_ADR_ST,AE,0,CV15,117
1809,LOV5,RGST_ADR_ST,AP,0,CV15,117
1792,LOV5,RGST_ADR_ST,BC,0,CV15,117
1793,LOV5,RGST_ADR_ST,OF,0,CV15,117
1794,LOV5,RGST_ADR_ST,AB,0,CV15,117
1795,LOV5,RGST_ADR_ST,MB,0,CV15,117
1796,LOV5,RGST_ADR_ST,NB,0,CV15,117
1797,LOV5,RGST_ADR_ST,NL,0,CV15,117
1798,LOV5,RGST_ADR_ST,NS,0,CV15,117
1799,LOV5,RGST_ADR_ST,NT,0,CV15,117
1800,LOV5,RGST_ADR_ST,NU,0,CV15,117
1801,LOV5,RGST_ADR_ST,ON,0,CV15,117
1802,LOV5,RGST_ADR_ST,PE,0,CV15,117
1803,LOV5,RGST_ADR_ST,QC,0,CV15,117
1804,LOV5,RGST_ADR_ST,SK,0,CV15,117
1805,LOV5,RGST_ADR_ST,YT,0,CV15,117
1804,LOV5,RGST_ADR_ST,CZ,0,CV15,117
1804,LOV5,RGST_ADR_ST,FM,0,CV15,117
1825,LOV5,RGST_ADR_ST,AK,0,PMF,117
1826,LOV5,RGST_ADR_ST,AL,0,PMF,117
1827,LOV5,RGST_ADR_ST,AR,0,PMF,117
1828,LOV5,RGST_ADR_ST,AZ,0,PMF,117
1829,LOV5,RGST_ADR_ST,CA,0,PMF,117
1830,LOV5,RGST_ADR_ST,CO,0,PMF,117
1831,LOV5,RGST_ADR_ST,CT,0,PMF,117
1832,LOV5,RGST_ADR_ST,DC,0,PMF,117
1833,LOV5,RGST_ADR_ST,DE,0,PMF,117
1834,LOV5,RGST_ADR_ST,FL,0,PMF,117
1835,LOV5,RGST_ADR_ST,GA,0,PMF,117
1836,LOV5,RGST_ADR_ST,HI,0,PMF,117
1837,LOV5,RGST_ADR_ST,IA,0,PMF,117
1838,LOV5,RGST_ADR_ST,ID,0,PMF,117
1839,LOV5,RGST_ADR_ST,IL,0,PMF,117
1840,LOV5,RGST_ADR_ST,IN,0,PMF,117
1841,LOV5,RGST_ADR_ST,KS,0,PMF,117
1842,LOV5,RGST_ADR_ST,KY,0,PMF,117
1843,LOV5,RGST_ADR_ST,LA,0,PMF,117
1844,LOV5,RGST_ADR_ST,MA,0,PMF,117
1845,LOV5,RGST_ADR_ST,MD,0,PMF,117
1846,LOV5,RGST_ADR_ST,ME,0,PMF,117
1847,LOV5,RGST_ADR_ST,MI,0,PMF,117
1848,LOV5,RGST_ADR_ST,MN,0,PMF,117
1849,LOV5,RGST_ADR_ST,MO,0,PMF,117
1850,LOV5,RGST_ADR_ST,MS,0,PMF,117
1851,LOV5,RGST_ADR_ST,MT,0,PMF,117
1852,LOV5,RGST_ADR_ST,NC,0,PMF,117
1853,LOV5,RGST_ADR_ST,ND,0,PMF,117
1854,LOV5,RGST_ADR_ST,NE,0,PMF,117
1855,LOV5,RGST_ADR_ST,NH,0,PMF,117
1856,LOV5,RGST_ADR_ST,NJ,0,PMF,117
1857,LOV5,RGST_ADR_ST,NM,0,PMF,117
1858,LOV5,RGST_ADR_ST,NV,0,PMF,117
1859,LOV5,RGST_ADR_ST,NY,0,PMF,117
1860,LOV5,RGST_ADR_ST,OH,0,PMF,117
1861,LOV5,RGST_ADR_ST,OK,0,PMF,117
1862,LOV5,RGST_ADR_ST,OR,0,PMF,117
1863,LOV5,RGST_ADR_ST,PA,0,PMF,117
1864,LOV5,RGST_ADR_ST,RI,0,PMF,117
1865,LOV5,RGST_ADR_ST,SC,0,PMF,117
1866,LOV5,RGST_ADR_ST,SD,0,PMF,117
1867,LOV5,RGST_ADR_ST,TN,0,PMF,117
1868,LOV5,RGST_ADR_ST,TX,0,PMF,117
1869,LOV5,RGST_ADR_ST,UT,0,PMF,117
1870,LOV5,RGST_ADR_ST,VA,0,PMF,117
1871,LOV5,RGST_ADR_ST,VT,0,PMF,117
1872,LOV5,RGST_ADR_ST,WA,0,PMF,117
1873,LOV5,RGST_ADR_ST,WI,0,PMF,117
1874,LOV5,RGST_ADR_ST,WV,0,PMF,117
1875,LOV5,RGST_ADR_ST,WY,0,PMF,117
1874,LOV5,RGST_ADR_ST,GU,0,PMF,117
1877,LOV5,RGST_ADR_ST,PR,0,PMF,117
1878,LOV5,RGST_ADR_ST,VI,0,PMF,117
1787,LOV5,RGST_ADR_ST,ML,0,PMF,117
1788,LOV5,RGST_ADR_ST,SF,0,PMF,117
1789,LOV5,RGST_ADR_ST,CN,0,PMF,117
1790,LOV5,RGST_ADR_ST,CU,0,PMF,117
1791,LOV5,RGST_ADR_ST,PH,0,PMF,117
1792,LOV5,RGST_ADR_ST,MX,0,PMF,117
1793,LOV5,RGST_ADR_ST,EU,0,PMF,117
1794,LOV5,RGST_ADR_ST,XX,0,PMF,117
1795,LOV5,RGST_ADR_ST,C,0,PMF,117
1796,LOV5,RGST_ADR_ST,CD,0,PMF,117
1797,LOV5,RGST_ADR_ST,EL,0,PMF,117
1798,LOV5,RGST_ADR_ST,FK,0,PMF,117
1799,LOV5,RGST_ADR_ST,NZ,0,PMF,117
1800,LOV5,RGST_ADR_ST,OT,0,PMF,117
1801,LOV5,RGST_ADR_ST,P,0,PMF,117
1802,LOV5,RGST_ADR_ST,SA,0,PMF,117
1803,LOV5,RGST_ADR_ST,SQ,0,PMF,117
1804,LOV5,RGST_ADR_ST,X,0,PMF,117
1805,LOV5,RGST_ADR_ST,ZZ,0,PMF,117
1804,LOV5,RGST_ADR_ST,UN,0,PMF,117
1805,LOV5,RGST_ADR_ST,AA,0,PMF,117
1808,LOV5,RGST_ADR_ST,AE,0,PMF,117
1809,LOV5,RGST_ADR_ST,AP,0,PMF,117
1792,LOV5,RGST_ADR_ST,BC,0,PMF,117
1793,LOV5,RGST_ADR_ST,OF,0,PMF,117
1794,LOV5,RGST_ADR_ST,AB,0,PMF,117
1795,LOV5,RGST_ADR_ST,MB,0,PMF,117
1796,LOV5,RGST_ADR_ST,NB,0,PMF,117
1797,LOV5,RGST_ADR_ST,NL,0,PMF,117
1798,LOV5,RGST_ADR_ST,NS,0,PMF,117
1799,LOV5,RGST_ADR_ST,NT,0,PMF,117
1800,LOV5,RGST_ADR_ST,NU,0,PMF,117
1801,LOV5,RGST_ADR_ST,ON,0,PMF,117
1802,LOV5,RGST_ADR_ST,PE,0,PMF,117
1803,LOV5,RGST_ADR_ST,QC,0,PMF,117
1804,LOV5,RGST_ADR_ST,SK,0,PMF,117
1805,LOV5,RGST_ADR_ST,YT,0,PMF,117
1804,LOV5,RGST_ADR_ST,CZ,0,PMF,117
1804,LOV5,RGST_ADR_ST,FM,0,PMF,117
1825,LOV5,RGST_ADR_ST,AK,0,IDST,117
1826,LOV5,RGST_ADR_ST,AL,0,IDST,117
1827,LOV5,RGST_ADR_ST,AR,0,IDST,117
1828,LOV5,RGST_ADR_ST,AZ,0,IDST,117
1829,LOV5,RGST_ADR_ST,CA,0,IDST,117
1830,LOV5,RGST_ADR_ST,CO,0,IDST,117
1831,LOV5,RGST_ADR_ST,CT,0,IDST,117
1832,LOV5,RGST_ADR_ST,DC,0,IDST,117
1833,LOV5,RGST_ADR_ST,DE,0,IDST,117
1834,LOV5,RGST_ADR_ST,FL,0,IDST,117
1835,LOV5,RGST_ADR_ST,GA,0,IDST,117
1836,LOV5,RGST_ADR_ST,HI,0,IDST,117
1837,LOV5,RGST_ADR_ST,IA,0,IDST,117
1838,LOV5,RGST_ADR_ST,ID,0,IDST,117
1839,LOV5,RGST_ADR_ST,IL,0,IDST,117
1840,LOV5,RGST_ADR_ST,IN,0,IDST,117
1841,LOV5,RGST_ADR_ST,KS,0,IDST,117
1842,LOV5,RGST_ADR_ST,KY,0,IDST,117
1843,LOV5,RGST_ADR_ST,LA,0,IDST,117
1844,LOV5,RGST_ADR_ST,MA,0,IDST,117
1845,LOV5,RGST_ADR_ST,MD,0,IDST,117
1846,LOV5,RGST_ADR_ST,ME,0,IDST,117
1847,LOV5,RGST_ADR_ST,MI,0,IDST,117
1848,LOV5,RGST_ADR_ST,MN,0,IDST,117
1849,LOV5,RGST_ADR_ST,MO,0,IDST,117
1850,LOV5,RGST_ADR_ST,MS,0,IDST,117
1851,LOV5,RGST_ADR_ST,MT,0,IDST,117
1852,LOV5,RGST_ADR_ST,NC,0,IDST,117
1853,LOV5,RGST_ADR_ST,ND,0,IDST,117
1854,LOV5,RGST_ADR_ST,NE,0,IDST,117
1855,LOV5,RGST_ADR_ST,NH,0,IDST,117
